customer_id,nome,email,numero_conta,data_nascimento,cidade,country,gender,age,credit_score,tenure,balance,limite_credito,products_number,credit_card,active_member,estimated_salary,churn
15613734.0,Camila Martins Lima,camila.martins@hotmail.com,46624-2,1991-09-15,Bordeaux,France,Female,33,640,6,84719.13,208303.48,2,1,1,113048.79,0
15720919.0,Marcos Pereira Rocha,marcos.pereira@gmail.com,12049-6,23/04/1982,toulouse,France,Male,-1,667,7,0.0,0.0,1,0,1,108348.94,1
15750772.0,Silvana Costa Ferreira,silvana.costa@terra.com.br,45109-3,14/12/1986,Marseille,France,Female,38,671,6,132129.72,93494.58,1,0,1,76068.95,0
15607312.0,VANESSA GOMES CARVALHO,vanessa.gomes@hotmail.com,76675-0,1975-08-02,Madrid,Spain,Female,49,648,10,0.0,0.0,2,1,1,159835.78,1
15633141.0,Aline Carvalho Araújo,aline.carvalho@terra.com.br,70200-9,27/09/1989,Berlin,Germany,Female,35,696,4,174902.26,212411.6,1,1,0,69079.85,0
15591010.0,Paulo Roberto Mendes,paulo.roberto@yahoo.com.br,75892-2,01/01/1969,Cologne,Germany,Male,55,434,8,109339.17,140619.5,2,1,0,96405.88,1
15665784.0,Bruno Souza Martins,bruno.souza@gmail.com,78403-8,02/11/1997,Toulouse,France,Male,27,637,9,128940.24,323386.03,1,1,0,46786.92,0
15583480.0,Vanessa Gomes Carvalho,vanessa.gomes,84327-1,1988-08-06,Paris,France,Female,36,807,4,-0.0,0.0,2,0,1,147007.33,0
15694272.0,Leandro Nunes Ferreira,,40124-2,07/06/1994,nice,France,Male,30,673,1,64097.75,170615.77,1,1,1,77783.35,0
15657468.0,Mônica Dias Borges,monica.dias@outlook.com,48727-5,22/01/1971,Hamburg,Germany,Female,53,711,5,-123805.03,168043.56,1,1,0,102428.51,0
15708513.0,NATÁLIA SANTOS MARTINS,natalia.santos@terra.com.br,06788-6,1985-10-26,Lyon,France,Female,39,446,1,90217.07,57892.39,1,1,0,191350.48,0
15651052.0,JOÃO PEDRO SOUZA,joao.pedro@uol.com.br,97341-2,25/01/1978,Munich,Germany,Male,46,399,2,127655.22,71674.23,1,1,0,139994.68,1
15791972.0,Natália Santos Martins,natalia.santos,81406-5,2004-01-22,Nantes,France,Female,20,748,7,0.0,0.0,2,0,0,10792.42,0
15622750.0,Renata Souza Ribeiro,renata.souza@hotmail.com,89977-4,2003-03-18,Munich,Germany,Female,21,742,1,114292.48,269714.91,1,1,0,31520.4,0
15801351.0,Mateus Carvalho Alves,mateus.carvalho@hotmail.com,54317-8,24/08/1984,Paris,France,Male,40,583,3,0.0,0.0,2,1,0,47728.0,0
15792008.0,Ana Clara Souza,ana.clara@yahoo.com.br,21158-7,12/09/1998,Madrid,Spain,Female,26,555,9,0.0,0.0,2,0,1,158918.03,0
15727696.0,Fernando Henrique Costa,fernando.henrique@hotmail.com,15056-6,05/04/1982,Paris,France,Male,42,592,1,-147249.29,262786.41,2,1,1,63023.02,0
15572360.0,Paulo Roberto Mendes,paulo.roberto@gmail.com,28918-2,1994-08-10,Lyon,France,Male,30,683,10,57657.49,120566.17,1,0,0,79240.9,0
15716324.0,Amanda Oliveira Rocha,amanda.oliveira@uol.com.br,10833-3,20/07/2001,Nantes,France,Female,23,665,9,143672.9,428076.98,1,1,1,115147.33,0
15797692.0,Juliana Alves Pereira,juliana.alves@uol.com.br,91128-1,03/06/1991,Nantes,France,Female,33,659,7,89939.62,218665.22,1,1,0,136540.09,0
15590011.0,Gustavo Pinto Ribeiro,gustavo.pinto@outlook.com,53870-4,1986-08-17,Bilbao,Spain,Male,38,749,9,129378.32,187585.61,1,1,1,,0
15781574.0,Thiago Alves Pereira,thiago.alves@hotmail.com,45156-6,1948-08-24,Bilbao,Spain,Male,76,636,9,126534.6,272672.52,1,1,1,39789.62,0
15791867.0,Thiago Alves Pereira,thiago.alves@hotmail.com,90578-3,1980-03-19,Munich,Germany,Male,44,544,2,108895.93,260025.41,1,0,0,69228.2,1
15603794.0,Bruno Souza Martins,bruno.souza@yahoo.com.br,40404-0,1976-07-28,Marseille,France,Male,48,623,5,118469.38,91703.65,1,1,1,158590.25,0
15587394.0,João Pedro Souza,joao.pedro@uol.com.br,54701-9,1985-10-09,marseille,France,Male,39,462,4,140133.08,272584.1,2,0,0,131304.45,0
15628972.0,Alexandre Moreira Dias,alexandre.moreira@outlook.com,46581-9,09/03/1992,Cologne,Germany,Male,32,699,1,999999.99,287879.0,3,1,1,127443.82,1
15665879.0,Camila Martins Lima,camila.martins@yahoo.com.br,81144-1,1984-05-23,Bordeaux,France,Female,40,768,8,0.0,0.0,2,0,1,69080.46,0
15813660.0,FELIPE LIMA SANTOS,felipe.lima@gmail.com,97577-3,1984-04-14,Barcelona,Spain,Male,40,754,2,160625.17,186740.78,1,0,1,3554.63,0
,Lucas Ferreira Lima,lucas.ferreira@outlook.com,03358-2,25/08/1989,Valencia,Spain,Male,35,593,4,161637.75,306731.59,1,1,1,20008.46,0
15776827.0,Mateus Carvalho Alves,mateus.carvalho@gmail.com,93992-6,17/05/1987,Stuttgart,Germany,Male,37,770,5,141547.26,177790.26,2,0,1,180326.83,0
15798024.0,Alexandre Moreira Dias,alexandre.moreira@yahoo.com.br,73848-8,1940-03-21,Stuttgart,Germany,Male,84,537,8,-92242.34,174646.38,1,1,1,186235.98,0
15785980.0,DIEGO MARTINS NUNES,diego.martins,29727-0,1990-10-12,Madrid,Spain,Male,34,588,6,121132.26,247068.38,2,1,0,86460.28,0
15687218.0,RENATA SOUZA RIBEIRO,renata.souza@yahoo.com.br,59947-3,1997-10-06,Nice,France,Female,27,674,4,79144.34,180777.6,1,0,1,50743.83,0
15648461.0,ANDRÉ COSTA ARAÚJO,andre.costa@outlook.com,88497-9,1987-09-26,Bilbao,Spain,Male,37,688,7,138162.41,162563.25,2,1,1,113926.31,0
15736271.0,Ana Clara Souza,ana.clara@outlook.com,37599-6,09/01/1995,toulouse,France,Female,29,498,9,0.0,0.0,1,1,0,190035.83,0
15773277.0,FELIPE LIMA SANTOS,felipe.lima@uol.com.br,65764-6,19/09/1989,Paris,France,Male,35,676,5,106836.67,251243.41,2,1,0,84199.78,0
15778368.0,Gustavo Pinto Ribeiro,gustavo.pinto@hotmail.com,80071-9,1974-05-22,Munich,Germany,Male,50,552,4,121175.56,162740.77,1,1,0,117505.07,1
15686436.0,Leandro Nunes Ferreira,leandro.nunes@hotmail.com,83347-6,1992-01-10,Barcelona,Spain,Male,32,523,4,0.0,0.0,2,1,0,167848.02,0
15710689.0,Alexandre Moreira Dias,alexandre.moreira@gmail.com,36370-0,04/09/1984,Zaragoza,Spain,Male,40,578,6,63609.92,121841.73,1,0,0,74965.61,1
15584897.0,VANESSA GOMES CARVALHO,vanessa.gomes@yahoo.com.br,20226-7,18/01/1993,Paris,France,Female,31,639,3,98360.03,218095.52,1,0,0,,0
15806967.0,Elaine Pinto Mendes,elaine.pinto@hotmail.com,35852-4,15/02/1959,Marseille,France,Female,65,778,7,0.0,0.0,1,1,1,77867.23,0
15790455.0,JULIANA ALVES PEREIRA,,06234-3,19/01/1974,nantes,France,Female,-1,478,2,0.0,0.0,1,0,1,93332.64,1
15634281.0,Débora Ribeiro Lima,debora.ribeiro@terra.com.br,60702-3,15/02/1981,Stuttgart,Germany,Female,43,720,10,110822.9,153329.41,1,0,0,72861.94,0
,Rodrigo Santos Gomes,rodrigo.santos@gmail.com,15004-6,1994-11-18,Munich,Germany,Male,-1,642,8,134497.27,330657.24,1,0,0,43250.54,0
15706593.0,Priscila Rocha Nunes,priscila.rocha@uol.com.br,64324-5,10/04/1974,Barcelona,Spain,Female,50,850,10,0.0,0.0,2,1,1,33741.84,0
15684395.0,ELAINE PINTO MENDES,elaine.pinto@hotmail.com,87811-8,12/07/1979,Barcelona,Spain,Female,45,446,10,125191.69,224443.94,1,1,1,,1
15640260.0,Mateus Carvalho Alves,mateus.carvalho@yahoo.com.br,98168-2,03/04/1992,Cologne,Germany,Male,32,595,8,131081.66,208283.29,2,1,1,69428.79,0
15776850.0,Priscila Rocha Nunes,priscila.rocha@outlook.com,63428-3,1981-01-05,bilbao,Spain,Female,43,749,1,124209.02,112911.03,1,1,1,167179.48,0
15760641.0,Alexandre Moreira Dias,alexandre.moreira@yahoo.com.br,86014-9,1998-09-24,Frankfurt,Germany,Male,26,999,1,106648.98,189818.82,1,0,1,7063.6,0
15632272.0,Débora Ribeiro Lima,debora.ribeiro@outlook.com,35419-6,1982-08-22,Bordeaux,France,Female,42,792,2,999999.99,0.0,2,1,0,92664.09,0
15779414.0,Thiago Alves Pereira,thiago.alves@hotmail.com,08496-3,14/04/1984,Sevilla,Spain,Male,40,696,3,153639.11,96521.41,1,1,1,138351.68,0
15584452.0,Fernando Henrique Costa,fernando.henrique@outlook.com,81294-4,1983-02-13,Nantes,France,Male,41,999,6,0.0,0.0,2,0,0,167181.77,0
15693264.0,Silvana Costa Ferreira,silvana.costa@outlook.com,61932-5,01/08/1995,Toulouse,France,Female,29,583,10,0.0,0.0,2,1,1,111285.85,0
15691871.0,Rafael Oliveira Costa,rafael.oliveira@outlook.com,03364-2,1982-01-10,Cologne,Germany,Male,42,503,9,153279.39,106053.27,1,1,1,151336.96,0
15631267.0,Thiago Alves Pereira,thiago.alves@yahoo.com.br,06817-3,1974-05-26,Paris,France,Male,50,641,6,153590.73,85461.18,2,1,1,130910.78,0
15715988.0,Felipe Lima Santos,felipe.lima@outlook.com,21913-2,1989-03-14,Nice,France,Male,35,793,2,0.0,0.0,2,1,1,79704.12,0
15627365.0,Paulo Roberto Mendes,paulo.roberto@terra.com.br,18348-1,1978-04-27,Marseille,France,Male,-1,732,0,-0.0,0.0,2,1,1,184350.78,0
15662500.0,Marcos Pereira Rocha,marcos.pereira@hotmail.com,50901-2,1992-04-01,Valencia,Spain,Male,32,774,9,0.0,0.0,2,1,0,10604.48,0
15745266.0,Leandro Nunes Ferreira,leandro.nunes@yahoo.com.br,41736-9,1969-04-03,Madrid,Spain,Male,55,434,6,0.0,0.0,1,0,1,73562.05,1
15661670.0,Aline Carvalho Araújo,aline.carvalho@terra.com.br,34061-8,06/06/1993,berlin,Germany,Female,31,524,8,-107818.63,294495.54,1,1,0,199725.39,1
15675963.0,Ana Clara Souza,ana.clara@outlook.com,22174-6,23/07/1967,Toulouse,France,Female,57,627,9,0.0,0.0,2,1,1,107712.42,0
15788126.0,Letícia Ferreira Silva,leticia.ferreira@hotmail.com,16581-5,1986-01-09,Zaragoza,Spain,Female,38,689,6,121021.05,166581.71,1,1,1,12182.15,0
15636860.0,André Costa Araújo,,85796-9,19/02/1981,Marseille,France,Male,43,625,4,122351.29,111563.24,1,1,0,71216.6,0
15633461.0,Rodrigo Santos Gomes,rodrigo.santos@hotmail.com,02651-4,1986-05-19,Munich,Germany,Male,38,639,5,130170.82,241347.83,1,1,1,149599.62,0
15747677.0,Fernando Henrique Costa,fernando.henrique@terra.com.br,68958-3,21/03/1955,Sevilla,Spain,Male,69,656,6,999999.99,187162.31,1,1,1,36108.5,0
15749905.0,Letícia Ferreira Silva,leticia.ferreira@hotmail.com,62428-6,17/11/1977,Bilbao,Spain,Female,47,698,6,0.0,0.0,1,1,0,50213.81,1
15672152.0,Thiago Alves Pereira,thiago.alves@gmail.com,82502-5,1987-11-06,Cologne,Germany,Male,37,850,9,122506.38,260135.81,1,0,1,199693.84,1
15567980.0,Renata Souza Ribeiro,renata.souza@yahoo.com.br,75633-3,11/12/1978,Hamburg,Germany,Female,46,537,5,100727.5,136598.57,1,0,1,140857.76,1
15692235.0,Débora Ribeiro Lima,debora.ribeiro@outlook.com,36515-5,14/08/1986,Toulouse,France,Female,38,750,1,0.0,0.0,2,1,0,47764.99,0
15709447.0,Mariana Costa Santos,mariana.costa@terra.com.br,78409-3,12/06/1998,Toulouse,France,Female,26,584,0,146286.22,222884.59,1,1,0,105105.35,0
15722037.0,Lucas Ferreira Lima,lucas.ferreira@terra.com.br,93981-2,1988-05-06,Munich,Germany,Male,36,610,7,115462.02,319611.33,1,0,1,42581.04,0
15647306.0,LETÍCIA FERREIRA SILVA,leticia.ferreira@terra.com.br,89794-2,01/09/1995,Lyon,France,Female,29,777,9,131240.61,75810.11,1,1,1,163746.09,1
,Mariana Costa Santos,mariana.costa@outlook.com,57245-0,01/08/1994,Nice,France,Female,30,692,7,0.0,0.0,2,1,1,18826.34,0
15786249.0,Ricardo Borges Silva,ricardo.borges@terra.com.br,11333-9,19/08/1994,Valencia,Spain,Male,30,616,2,0.0,0.0,2,1,0,199099.51,0
15743871.0,ANDRÉ COSTA ARAÚJO,andre.costa@yahoo.com.br,45882-8,1965-07-12,Nantes,France,Male,59,567,3,0.0,0.0,2,1,0,25843.7,1
15578835.0,Mariana Costa Santos,mariana.costa@outlook.com,06621-3,08/04/1974,Zaragoza,Spain,Female,50,675,1,133204.91,90695.35,1,0,1,8270.06,0
15572428.0,Mariana Costa Santos,mariana.costa@yahoo.com.br,73535-0,1991-09-05,Berlin,Germany,Female,33,717,0,115777.23,223258.88,1,1,1,,0
15631838.0,Lucas Ferreira Lima,lucas.ferreira@hotmail.com,87800-3,1963-03-22,Lyon,France,Male,61,606,5,-108166.09,57954.11,2,0,1,8643.21,0
15669516.0,Thiago Alves Pereira,thiago.alves@yahoo.com.br,61818-1,1988-04-12,Valencia,Spain,Male,36,746,2,0.0,0.0,2,1,1,16436.56,0
15570004.0,João Pedro Souza,joao.pedro@terra.com.br,25753-8,14/12/1993,Nice,France,Male,31,850,3,0.0,0.0,2,1,0,121866.87,0
15679813.0,Bruno Souza Martins,bruno.souza@yahoo.com.br,41457-2,1996-10-25,Bilbao,Spain,Male,28,727,1,0.0,0.0,1,1,0,40357.39,0
15703399.0,Elaine Pinto Mendes,elaine.pinto@outlook.com,55512-9,1998-02-09,Toulouse,France,Female,26,756,5,101641.14,256096.53,2,0,1,154460.68,0
15797787.0,João Pedro Souza,joao.pedro@yahoo.com.br,34205-5,22/12/1988,Lyon,France,Male,36,614,1,118311.76,94991.17,1,1,0,146134.68,0
15679453.0,Cristiane Moreira Pinto,cristiane.moreira@yahoo.com.br,24825-4,1985-10-28,Frankfurt,Germany,Female,39,614,8,125997.22,193541.12,1,1,1,128049.34,1
15802009.0,Ana Clara Souza,ana.clara@uol.com.br,81627-1,16/01/1991,Lyon,France,Female,33,770,6,0.0,0.0,2,1,1,,0
15595221.0,JULIANA ALVES PEREIRA,juliana.alves@outlook.com,36685-1,1991-11-06,Cologne,Germany,Female,33,850,7,134678.13,156578.96,1,1,0,,0
15709741.0,Carlos Eduardo Silva,carlos.eduardo@gmail.com,33800-9,1996-06-08,Paris,France,Male,28,668,4,107141.27,145871.93,1,1,0,193018.71,0
15634245.0,Letícia Ferreira Silva,leticia.ferreira@gmail.com,28608-9,1977-12-25,Munich,Germany,Female,47,758,9,95523.16,272200.92,1,1,0,73294.48,0
15802478.0,Bruno Souza Martins,bruno.souza@yahoo.com.br,66993-2,05/10/1993,Madrid,Spain,Male,31,767,6,0.0,0.0,2,1,1,195668.0,0
15694946.0,Rodrigo Santos Gomes,rodrigo.santos@uol.com.br,74787-7,22/02/1989,Bordeaux,France,Male,35,663,9,0.0,0.0,2,1,1,,0
15746258.0,Leandro Nunes Ferreira,leandro.nunes@uol.com.br,94006-4,1995-02-01,Paris,France,Male,29,622,7,-101486.96,149788.78,1,1,1,,0
15763579.0,Patrícia Rocha Alves,patricia.rocha@yahoo.com.br,12396-4,1988-08-20,Frankfurt,Germany,Female,36,702,2,105264.88,65017.17,2,1,1,52909.87,0
15676242.0,André Costa Araújo,andre.costa@gmail.com,37245-5,14/12/1993,Zaragoza,Spain,Male,31,632,3,136556.44,238009.26,1,1,0,82152.83,1
15752915.0,Larissa Pereira Gomes,larissa.pereira@hotmail.com,38537-1,05/07/1990,Toulouse,France,Female,34,488,2,0.0,0.0,2,1,1,181270.84,0
15790594.0,Natália Santos Martins,natalia.santos@yahoo.com.br,90111-8,24/03/1997,Paris,France,Female,27,535,6,0.0,0.0,2,0,1,49775.58,0
15584704.0,Ricardo Borges Silva,ricardo.borges@outlook,90038-0,1976-01-26,Bordeaux,France,Male,48,519,10,71083.98,121781.2,1,1,0,,0
15629150.0,Elaine Pinto Mendes,elaine.pinto@gmail.com,15162-6,14/06/1987,Lyon,France,Female,37,721,1,0.0,0.0,2,1,0,70810.8,0
15571305.0,Ana Clara Souza,ana.clara@yahoo.com.br,72616-9,23/01/1989,Hamburg,Germany,Female,35,588,1,103060.63,169854.19,1,1,0,179866.01,1
15701741.0,Débora Ribeiro Lima,debora.ribeiro@hotmail.com,92931-3,27/12/1985,Nice,France,Female,39,711,3,152462.79,300273.71,1,1,0,90305.97,0
15731478.0,Amanda Oliveira Rocha,,29202-5,1982-05-24,Nice,France,Female,42,712,1,87842.98,196537.93,1,0,0,92223.59,0
15752885.0,Felipe Lima Santos,felipe.lima@outlook.com,41015-6,1982-02-02,Paris,France,Male,42,529,1,157498.9,435208.44,1,1,1,82276.62,0
15637131.0,André Costa Araújo,andre.costa@outlook.com,99533-8,1986-05-10,Nice,France,Male,38,829,9,0.0,0.0,2,1,0,,0
15777122.0,Débora Ribeiro Lima,,89305-4,08/04/1993,Paris,France,Female,31,553,4,0.0,0.0,2,1,1,89087.4,0
,Vanessa Gomes Carvalho,vanessa.gomes@hotmail.com,17015-4,1975-09-06,Cologne,Germany,Female,49,798,5,132571.67,383105.22,1,1,1,31686.33,1
15618213.0,Cristiane Moreira Pinto,,45604-5,10/02/1992,Lyon,France,Female,32,674,7,85757.93,112134.36,1,1,1,,0
15777452.0,Amanda Oliveira Rocha,amanda.oliveira,06049-9,08/03/1978,marseille,France,Female,46,587,6,88820.29,230453.43,1,0,0,,0
15739123.0,Alexandre Moreira Dias,alexandre.moreira@yahoo.com.br,59371-5,14/08/1974,Berlin,Germany,Male,50,737,4,127552.85,131144.39,2,1,0,4225.11,0
15644400.0,Rafael Oliveira Costa,rafael.oliveira@hotmail.com,86090-2,1980-07-21,Bordeaux,France,Male,44,709,9,128601.98,226639.39,1,1,0,117031.2,0
15598894.0,Lucas Ferreira Lima,lucas.ferreira@yahoo.com.br,75743-6,02/07/1986,Valencia,Spain,Male,38,784,10,122267.85,219872.04,1,0,0,145759.93,0
15707473.0,Amanda Oliveira Rocha,amanda.oliveira@gmail.com,72791-2,26/11/1976,Berlin,Germany,Female,48,850,6,111962.99,197583.52,1,1,0,111755.8,0
15695499.0,Ana Clara Souza,ana.clara@terra.com.br,92953-9,04/09/1979,toulouse,France,Female,45,510,10,103821.47,229066.62,2,0,1,77878.62,0
15725355.0,Priscila Rocha Nunes,priscila.rocha,31269-6,24/11/1981,Bordeaux,France,Female,43,439,8,0.0,0.0,1,0,1,104889.3,0
15728963.0,Camila Martins Lima,,00358-2,07/11/1973,cologne,Germany,Female,51,617,10,167273.71,437651.08,1,0,0,93439.75,1
15815690.0,Renata Souza Ribeiro,renata.souza@hotmail.com,03200-7,03/07/1984,Zaragoza,Spain,Female,40,614,3,113348.5,122659.67,1,1,1,77789.01,0
15777616.0,Leandro Nunes Ferreira,leandro.nunes@hotmail.com,26907-3,16/02/1996,Cologne,Germany,Male,28,605,10,113690.83,177743.25,1,1,0,33114.24,0
15721793.0,Débora Ribeiro Lima,debora.ribeiro@outlook.com,59176-8,05/02/1974,Munich,Germany,Female,50,510,7,123936.54,266609.1,1,1,1,23768.01,0
15730044.0,Vanessa Gomes Carvalho,vanessa.gomes@hotmail.com,35885-9,1982-02-27,Hamburg,Germany,Female,42,809,6,64497.94,139131.7,3,0,1,182436.81,1
15644295.0,Ana Clara Souza,ana.clara@hotmail.com,80821-0,1985-05-16,Zaragoza,Spain,Female,39,731,2,126816.18,278067.84,1,1,1,74850.93,0
15715907.0,André Costa Araújo,andre.costa@yahoo.com.br,64323-0,12/01/1960,Bordeaux,France,Male,64,699,9,113109.52,228896.28,1,1,0,27980.8,1
15619016.0,Marcos Pereira Rocha,,36354-4,18/12/1978,Frankfurt,Germany,Male,46,660,5,109019.65,126319.28,2,1,1,33680.56,0
15694717.0,MARCOS PEREIRA ROCHA,marcos.pereira@outlook.com,25219-1,1987-09-10,Frankfurt,Germany,Male,37,544,2,-79731.91,103037.95,1,1,1,57558.95,0
15738497.0,Vinicius Araújo Lima,vinicius.araujo@gmail.com,32868-5,11/03/1980,Barcelona,Spain,Male,44,729,4,107726.93,191777.79,2,1,0,153064.87,0
15793723.0,LEANDRO NUNES FERREIRA,leandro.nunes@hotmail.com,83789-5,1992-04-21,Cologne,Germany,Male,32,607,9,144272.07,365805.0,2,1,0,176580.63,0
15791114.0,Alexandre Moreira Dias,alexandre.moreira@uol.com.br,84745-8,21/08/1987,Nantes,France,Male,37,700,1,135179.49,391639.27,1,1,0,160670.37,0
15808326.0,Camila Martins Lima,camila.martins@gmail.com,58545-9,1990-01-23,Nice,France,Female,-1,592,9,0.0,0.0,2,1,1,20460.2,0
15604813.0,Gustavo Pinto Ribeiro,gustavo.pinto@terra.com.br,64792-6,03/09/1984,Nantes,France,Male,40,999,7,-0.0,0.0,2,0,1,158071.69,0
15624510.0,CARLOS EDUARDO SILVA,carlos.eduardo@uol.com.br,85765-3,23/11/1972,Nice,France,Male,52,696,6,139781.06,218487.65,1,1,0,27445.4,1
15634180.0,FERNANDO HENRIQUE COSTA,fernando.henrique@gmail.com,57048-6,1998-05-05,Berlin,Germany,Male,26,729,4,97268.1,247955.11,2,1,0,39356.38,0
15666173.0,Letícia Ferreira Silva,leticia.ferreira@outlook.com,86381-8,24/03/1992,Stuttgart,Germany,Female,32,793,1,96408.98,236963.98,1,1,1,138191.81,0
15806184.0,Alexandre Moreira Dias,alexandre.moreira@hotmail.com,29059-6,1991-05-07,Madrid,Spain,Male,33,618,4,0.0,0.0,2,1,1,77550.18,0
15651740.0,Débora Ribeiro Lima,debora.ribeiro@terra.com,20561-4,1994-07-09,Madrid,Spain,Female,30,525,5,0.0,0.0,2,0,1,,0
15777994.0,Letícia Ferreira Silva,,71227-8,06/09/1985,Lyon,France,Female,39,718,3,0.0,0.0,2,1,1,145355.11,0
15651883.0,Vanessa Gomes Carvalho,vanessa.gomes@terra.com,38279-0,14/07/1969,Munich,Germany,Female,55,794,6,115796.7,262512.16,1,1,0,160526.36,1
15732175.0,Leandro Nunes Ferreira,,23136-5,21/11/1987,Paris,France,Male,37,776,2,0.0,0.0,1,0,1,8065.0,0
15644200.0,Larissa Pereira Gomes,larissa.pereira@uol.com.br,67680-8,26/04/1982,Valencia,Spain,Female,42,807,1,0.0,0.0,1,1,0,16500.66,1
15760550.0,Gustavo Pinto Ribeiro,gustavo.pinto@outlook.com,67127-0,12/08/1985,Sevilla,Spain,Male,-1,741,7,143637.58,241335.17,2,0,1,174227.66,0
15671779.0,Rodrigo Santos Gomes,rodrigo.santos@terra.com.br,29936-0,18/05/1985,Paris,France,Male,39,567,5,0.0,0.0,2,0,0,168521.72,0
15775709.0,Mônica Dias Borges,monica.dias@uol.com.br,43813-8,04/11/1997,Paris,France,Female,27,832,10,98590.25,58343.97,1,1,0,30912.89,0
15621768.0,André Costa Araújo,andre.costa@yahoo.com.br,07102-6,21/06/1979,Bilbao,Spain,Male,45,712,6,112994.65,172612.66,1,0,0,198398.68,0
15568506.0,Juliana Alves Pereira,juliana.alves@yahoo.com.br,29661-1,25/05/1993,Munich,Germany,Female,31,524,10,67238.98,136733.02,2,1,1,161811.23,0
15593900.0,Gabriel Rocha Carvalho,gabriel.rocha@outlook.com,29392-6,15/06/1986,Nantes,France,Male,38,705,1,189443.72,527146.79,1,0,1,106648.58,0
15779247.0,Juliana Alves Pereira,juliana.alves@hotmail.com,32030-7,08/04/2000,Sevilla,Spain,Female,24,683,8,98567.1,136330.97,1,1,0,,0
15671630.0,Fernanda Lima Costa,fernanda.lima@yahoo.com.br,43255-2,17/04/1984,Cologne,Germany,Female,40,796,1,99745.95,187687.53,1,1,0,177524.19,0
15748381.0,Silvana Costa Ferreira,silvana.costa@hotmail.com,18680-8,04/05/1995,Toulouse,France,Female,29,613,6,185709.28,376165.82,2,1,1,77242.19,0
15716284.0,Fernando Henrique Costa,fernando.henrique@hotmail.com,58477-2,04/01/1981,Toulouse,France,Male,43,543,9,0.0,0.0,2,1,1,78858.07,0
